County,County Name,Unit Type Code,Unit Type Code Name,Unit,Unit Name,Fund,Fund Name, 2011 Certified Budget , 2011 Certified Levy , 2011 Certified Net Assessed Value , 2011 Certified Gross Tax Rate 
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ," 6,000 ", -   ," 38,795,992 ", -   
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 20,000 "," 19,398 "," 38,795,992 ", 0.0500 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0101,GENERAL                                 ," 217,040 "," 109,090 "," 26,401,187 ", 0.4132 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0706,LOCAL ROAD & STREET                     ," 10,000 ", -   ," 26,401,187 ", -   
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ," 102,060 "," 46,281 "," 26,401,187 ", 0.1753 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,1191,CUMULATIVE FIRE SPECIAL                 , -   ," 5,623 "," 26,401,187 ", 0.0213 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,1301,PARK & RECREATION                       ," 7,300 "," 3,960 "," 26,401,187 ", 0.0150 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ," 15,000 ", -   ," 26,401,187 ", -   
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 25,000 "," 8,448 "," 26,401,187 ", 0.0320 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,0061,RAINY DAY," 200,000 ", -   ," 343,362,564 ", -   
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,0101,GENERAL                                 ," 6,901,000 ", -   ," 343,362,564 ", -   
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,0180,DEBT SERVICE                            ," 1,367,417 "," 1,268,038 "," 343,362,564 ", 0.3693 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,1214,CAPITAL PROJECTS (School)                       ," 910,791 "," 954,205 "," 343,362,564 ", 0.2779 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,6301,TRANSPORTATION                          ," 708,776 "," 626,293 "," 343,362,564 ", 0.1824 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,6302,BUS REPLACEMENT," 204,891 "," 194,687 "," 343,362,564 ", 0.0567 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0061,RAINY DAY, -   , -   ," 611,107,156 ", -   
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0101,GENERAL                                 ," 13,186,674 ", -   ," 611,107,156 ", -   
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0180,DEBT SERVICE                            ," 3,499,024 "," 3,037,814 "," 611,107,156 ", 0.4971 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0186,SCHOOL PENSION DEBT," 621,881 "," 565,274 "," 611,107,156 ", 0.0925 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,1214,CAPITAL PROJECTS (School)                       ," 2,939,084 "," 1,869,377 "," 611,107,156 ", 0.3059 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,6301,TRANSPORTATION                          ," 1,402,395 "," 1,264,992 "," 611,107,156 ", 0.2070 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,6302,BUS REPLACEMENT," 515,000 "," 786,495 "," 611,107,156 ", 0.1287 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0061,RAINY DAY," 200,000 ", -   ," 355,119,565 ", -   
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0101,GENERAL                                 ," 9,248,916 ", -   ," 355,119,565 ", -   
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0180,DEBT SERVICE                            ," 1,773,956 "," 1,659,829 "," 355,119,565 ", 0.4674 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ," 1,767,779 "," 1,219,125 "," 355,119,565 ", 0.3433 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,6301,TRANSPORTATION                          ," 1,700,000 "," 829,559 "," 355,119,565 ", 0.2336 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,6302,BUS REPLACEMENT," 85,762 "," 62,856 "," 355,119,565 ", 0.0177 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0061,RAINY DAY," 30,000 ", -   ," 117,593,813 ", -   
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0101,GENERAL                                 ," 340,702 "," 221,664 "," 117,593,813 ", 0.1885 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0180,DEBT SERVICE                            ," 120,000 "," 120,534 "," 117,593,813 ", 0.1025 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,2011,LIBRARY IMPROVEMENT RESERVE             ," 20,000 ", -   ," 117,593,813 ", -   
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,0061,RAINY DAY," 15,750 ", -   ," 407,689,398 ", -   
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,0101,GENERAL                                 ," 776,226 "," 550,788 "," 407,689,398 ", 0.1351 
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,2011,LIBRARY IMPROVEMENT RESERVE             ," 100,000 ", -   ," 407,689,398 ", -   
01,Adams,6,Special Unit,1011,ADAMS COUNTY SOLID WASTE MANAGEMENT,8210,SPECIAL SOLID WASTE MANAGEMENT          ," 1,425,653 "," 576,219 "," 1,309,589,285 ", 0.0440 
02,Allen,1,County,0000,ALLEN COUNTY,0061,RAINY DAY," 4,504,619 ", -   ," 12,674,957,960 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0101,GENERAL                                 ," 87,058,482 "," 53,564,372 "," 12,674,957,960 ", 0.4226 
02,Allen,1,County,0000,ALLEN COUNTY,0123,2006 REASSESSMENT," 910,561 ", -   ," 12,674,957,960 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0124,2015 REASSESSMENT, -   ," 506,998 "," 12,674,957,960 ", 0.0040 
02,Allen,1,County,0000,ALLEN COUNTY,0182,BOND #2                                 ," 5,177,923 "," 4,284,136 "," 12,674,957,960 ", 0.0338 
02,Allen,1,County,0000,ALLEN COUNTY,0702,HIGHWAY                                 ," 8,649,556 ", -   ," 12,674,957,960 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0706,LOCAL ROAD & STREET                     ," 2,021,200 ", -   ," 12,674,957,960 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0792,COUNTY MAJOR BRIDGE                     ," 2,824,567 "," 1,635,070 "," 12,674,957,960 ", 0.0129 
02,Allen,1,County,0000,ALLEN COUNTY,0801,HEALTH                                  ," 3,441,342 "," 2,699,766 "," 12,674,957,960 ", 0.0213 
02,Allen,1,County,0000,ALLEN COUNTY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 2,988,138 "," 2,649,066 "," 12,674,957,960 ", 0.0209 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,0101,GENERAL                                 ," 130,500 "," 101,240 "," 2,066,129,821 ", 0.0049 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 173,287 "," 103,306 "," 2,066,129,821 ", 0.0050 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 157,000 "," 54,525 "," 813,810,935 ", 0.0067 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1111,FIRE                                    ," 200,500 "," 173,342 "," 813,810,935 ", 0.0213 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 1,000,000 "," 112,306 "," 813,810,935 ", 0.0138 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1312,RECREATION                              ," 110,000 "," 18,595 "," 2,066,129,821 ", 0.0009 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1380,PARK BOND                               , -   , -   ," 2,066,129,821 ", -   
02,Allen,2,Township,0002,ADAMS TOWNSHIP,0101,GENERAL                                 ," 163,955 "," 82,541 "," 801,372,799 ", 0.0103 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 373,700 "," 260,446 "," 801,372,799 ", 0.0325 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1092,CUMULATIVE BUILDING                     ," 143,000 ", -   ," 801,372,799 ", -   
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 48,000 "," 28,635 "," 79,540,444 ", 0.0360 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1111,FIRE                                    ," 239,000 "," 176,500 "," 79,540,444 ", 0.2219 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0101,GENERAL                                 ," 30,726 "," 19,928 "," 486,058,976 ", 0.0041 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 28,191 "," 8,749 "," 486,058,976 ", 0.0018 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,1111,FIRE                                    ," 84,000 "," 104,861 "," 340,458,379 ", 0.0308 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 55,000 "," 41,536 "," 340,458,379 ", 0.0122 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,0101,GENERAL                                 ," 11,280 "," 6,110 "," 138,857,642 ", 0.0044 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 7,700 "," 5,415 "," 138,857,642 ", 0.0039 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,1312,RECREATION                              , 200 , -   ," 138,857,642 ", -   
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0101,GENERAL                                 ," 7,566 "," 4,990 "," 45,778,277 ", 0.0109 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 3,100 ", -   ," 45,778,277 ", -   
02,Allen,2,Township,0005,JACKSON TOWNSHIP,1111,FIRE                                    ," 9,700 "," 8,011 "," 45,778,277 ", 0.0175 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 6,600 "," 4,578 "," 45,778,277 ", 0.0100 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,0101,GENERAL                                 ," 15,739 "," 15,342 "," 150,413,201 ", 0.0102 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 10,000 "," 6,468 "," 150,413,201 ", 0.0043 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 26,300 "," 23,908 "," 100,877,599 ", 0.0237 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1111,FIRE                                    ," 50,000 "," 43,882 "," 100,877,599 ", 0.0435 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 29,000 "," 19,066 "," 100,877,599 ", 0.0189 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1312,RECREATION                              ," 16,800 "," 5,264 "," 150,413,201 ", 0.0035 
02,Allen,2,Township,0007,LAFAYETTE TOWNSHIP,0101,GENERAL                                 , -   ," 5,311 "," 295,050,045 ", 0.0018 
02,Allen,2,Township,0007,LAFAYETTE TOWNSHIP,0840,TOWNSHIP ASSISTANCE, -   , -   ," 295,050,045 ", -   
02,Allen,2,Township,0008,LAKE TOWNSHIP,0061,RAINY DAY," 1,926 ", -   ," 93,743,771 ", -   
02,Allen,2,Township,0008,LAKE TOWNSHIP,0101,GENERAL                                 ," 40,000 "," 29,717 "," 93,743,771 ", 0.0317 
02,Allen,2,Township,0008,LAKE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 18,871 "," 13,499 "," 93,743,771 ", 0.0144 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1111,FIRE                                    ," 26,000 "," 23,811 "," 93,743,771 ", 0.0254 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 100,000 "," 13,405 "," 93,743,771 ", 0.0143 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1312,RECREATION                              ," 6,000 "," 2,156 "," 93,743,771 ", 0.0023 
02,Allen,2,Township,0009,MADISON TOWNSHIP,0101,GENERAL                                 ," 15,470 "," 6,511 "," 78,444,565 ", 0.0083 
02,Allen,2,Township,0009,MADISON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 5,000 ", 784 ," 78,444,565 ", 0.0010 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1111,FIRE                                    ," 87,300 "," 38,987 "," 78,444,565 ", 0.0497 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1182,FIRE EQUIPMENT DEBT                     ," 44,302 "," 38,595 "," 78,444,565 ", 0.0492 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 17,500 "," 11,218 "," 78,444,565 ", 0.0143 
02,Allen,2,Township,0010,MARION TOWNSHIP,0061,RAINY DAY," 3,358 ", -   ," 131,406,426 ", -   
02,Allen,2,Township,0010,MARION TOWNSHIP,0101,GENERAL                                 ," 24,399 "," 18,397 "," 131,406,426 ", 0.0140 
02,Allen,2,Township,0010,MARION TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 14,150 "," 10,513 "," 131,406,426 ", 0.0080 
02,Allen,2,Township,0010,MARION TOWNSHIP,1111,FIRE                                    ," 47,500 "," 41,130 "," 131,406,426 ", 0.0313 
02,Allen,2,Township,0010,MARION TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 70,000 "," 24,704 "," 131,406,426 ", 0.0188 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0061,RAINY DAY, -   , -   ," 80,563,552 ", -   
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0101,GENERAL                                 ," 26,647 "," 15,871 "," 80,563,552 ", 0.0197 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 7,500 "," 1,208 "," 80,563,552 ", 0.0015 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,1111,FIRE                                    ," 116,000 "," 29,164 "," 80,563,552 ", 0.0362 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,1182,FIRE EQUIPMENT DEBT                     ," 47,571 "," 43,343 "," 80,563,552 ", 0.0538 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 30,548 "," 13,857 "," 80,563,552 ", 0.0172 
