County,County Name,Unit Type Code,Unit Type Code Name,Unit,Unit Name,Fund,Fund Name, 2014 Certified Budget , 2014 Certified Levy , 2014 Certified Net Assessed Value , 2014 Certified Gross Tax Rate 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0180,DEBT SERVICE                            ," 1,870,000 "," 1,727,705 "," 390,795,115 ", 0.4421 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ," 1,703,481 "," 1,240,384 "," 390,795,115 ", 0.3174 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,6301,TRANSPORTATION                          ," 1,142,417 "," 921,495 "," 390,795,115 ", 0.2358 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,6302,BUS REPLACEMENT, -   ," 181,720 "," 390,795,115 ", 0.0465 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0061,RAINY DAY," 60,000 ", -   ," 116,125,633 ", -   
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0101,GENERAL                                 ," 444,000 "," 253,967 "," 116,125,633 ", 0.2187 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0180,DEBT SERVICE                            , -   , -   ," 116,125,633 ", -   
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,2011,LIBRARY IMPROVEMENT RESERVE             ," 50,000 ", -   ," 116,125,633 ", -   
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,0061,RAINY DAY," 16,000 ", -   ," 415,835,452 ", -   
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,0101,GENERAL                                 ," 835,600 "," 599,635 "," 415,835,452 ", 0.1442 
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,2011,LIBRARY IMPROVEMENT RESERVE             ," 90,000 ", -   ," 415,835,452 ", -   
01,Adams,6,Special,1011,ADAMS COUNTY SOLID WASTE MANAGEMENT,8210,SPECIAL SOLID WASTE MANAGEMENT          ," 1,452,100 "," 628,796 "," 1,422,615,834 ", 0.0442 
02,Allen,1,County,0000,ALLEN COUNTY,0061,RAINY DAY, -   , -   ," 12,913,262,282 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0101,GENERAL                                 ," 72,439,642 "," 59,039,435 "," 12,913,262,282 ", 0.4572 
02,Allen,1,County,0000,ALLEN COUNTY,0124,2015 REASSESSMENT," 611,110 "," 516,530 "," 12,913,262,282 ", 0.0040 
02,Allen,1,County,0000,ALLEN COUNTY,0182,BOND #2                                 ," 4,385,825 "," 4,480,902 "," 12,913,262,282 ", 0.0347 
02,Allen,1,County,0000,ALLEN COUNTY,0702,HIGHWAY                                 ," 10,289,229 ", -   ," 12,913,262,282 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0706,LOCAL ROAD & STREET                     ," 1,567,121 ", -   ," 12,913,262,282 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0792,COUNTY MAJOR BRIDGE                     ," 1,530,035 "," 1,665,811 "," 12,913,262,282 ", 0.0129 
02,Allen,1,County,0000,ALLEN COUNTY,0801,HEALTH                                  ," 4,455,221 "," 2,363,127 "," 12,913,262,282 ", 0.0183 
02,Allen,1,County,0000,ALLEN COUNTY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 2,810,600 "," 2,660,132 "," 12,913,262,282 ", 0.0206 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,0101,GENERAL                                 ," 136,135 "," 113,467 "," 2,140,880,109 ", 0.0053 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 100,000 "," 111,326 "," 2,140,880,109 ", 0.0052 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 190,000 "," 31,582 "," 877,288,930 ", 0.0036 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1111,FIRE                                    ," 237,037 "," 189,494 "," 877,288,930 ", 0.0216 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 566,030 "," 114,925 "," 877,288,930 ", 0.0131 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1312,RECREATION                              ," 118,000 "," 49,240 "," 2,140,880,109 ", 0.0023 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,0101,GENERAL                                 ," 221,750 "," 109,957 "," 763,591,446 ", 0.0144 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 405,400 "," 266,493 "," 763,591,446 ", 0.0349 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1092,CUMULATIVE BUILDING                     ," 1,163 ", -   ," 763,591,446 ", -   
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 53,000 "," 28,876 "," 76,595,069 ", 0.0377 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1111,FIRE                                    ," 242,500 "," 192,024 "," 76,595,069 ", 0.2507 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0061,RAINY DAY," 19,000 ", -   ," 522,518,616 ", -   
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0101,GENERAL                                 ," 48,700 "," 21,423 "," 522,518,616 ", 0.0041 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 34,200 "," 11,495 "," 522,518,616 ", 0.0022 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,1111,FIRE                                    ," 110,000 "," 116,954 "," 370,106,147 ", 0.0316 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 40,000 "," 46,263 "," 370,106,147 ", 0.0125 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,0101,GENERAL                                 ," 7,855 "," 8,195 "," 160,689,002 ", 0.0051 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 3,500 "," 5,463 "," 160,689,002 ", 0.0034 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,1312,RECREATION                              , 200 , 161 ," 160,689,002 ", 0.0001 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0061,RAINY DAY, -   , -   ," 49,389,421 ", -   
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0101,GENERAL                                 ," 7,726 "," 5,482 "," 49,389,421 ", 0.0111 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 3,100 ", -   ," 49,389,421 ", -   
02,Allen,2,Township,0005,JACKSON TOWNSHIP,1111,FIRE                                    ," 9,570 "," 8,693 "," 49,389,421 ", 0.0176 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 7,500 "," 4,939 "," 49,389,421 ", 0.0100 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,0101,GENERAL                                 ," 21,745 "," 17,968 "," 152,275,169 ", 0.0118 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 10,000 ", 914 ," 152,275,169 ", 0.0006 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 28,000 "," 23,179 "," 104,883,139 ", 0.0221 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1111,FIRE                                    ," 60,000 "," 47,617 "," 104,883,139 ", 0.0454 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 35,000 "," 19,823 "," 104,883,139 ", 0.0189 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1312,RECREATION                              ," 22,500 "," 13,857 "," 152,275,169 ", 0.0091 
02,Allen,2,Township,0007,LAFAYETTE TOWNSHIP,0101,GENERAL                                 ," 28,655 "," 43,631 "," 328,053,630 ", 0.0133 
02,Allen,2,Township,0007,LAFAYETTE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 10,000 "," 4,921 "," 328,053,630 ", 0.0015 
02,Allen,2,Township,0008,LAKE TOWNSHIP,0061,RAINY DAY," 11,710 ", -   ," 114,174,884 ", -   
02,Allen,2,Township,0008,LAKE TOWNSHIP,0101,GENERAL                                 ," 40,000 "," 26,717 "," 114,174,884 ", 0.0234 
02,Allen,2,Township,0008,LAKE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 20,000 "," 13,929 "," 114,174,884 ", 0.0122 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1111,FIRE                                    ," 26,000 "," 25,804 "," 114,174,884 ", 0.0226 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 35,000 "," 14,386 "," 114,174,884 ", 0.0126 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1312,RECREATION                              ," 10,000 "," 8,906 "," 114,174,884 ", 0.0078 
02,Allen,2,Township,0009,MADISON TOWNSHIP,0101,GENERAL                                 ," 16,930 "," 7,367 "," 87,703,378 ", 0.0084 
02,Allen,2,Township,0009,MADISON TOWNSHIP,0840,TOWNSHIP ASSISTANCE, -   , 789 ," 87,703,378 ", 0.0009 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1111,FIRE                                    ," 90,792 "," 42,361 "," 87,703,378 ", 0.0483 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1182,FIRE EQUIPMENT DEBT                     ," 44,300 "," 41,835 "," 87,703,378 ", 0.0477 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 25,418 "," 11,577 "," 87,703,378 ", 0.0132 
02,Allen,2,Township,0010,MARION TOWNSHIP,0061,RAINY DAY," 10,000 ", -   ," 140,605,138 ", -   
02,Allen,2,Township,0010,MARION TOWNSHIP,0101,GENERAL                                 ," 21,225 "," 5,905 "," 140,605,138 ", 0.0042 
02,Allen,2,Township,0010,MARION TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 16,400 "," 5,202 "," 140,605,138 ", 0.0037 
02,Allen,2,Township,0010,MARION TOWNSHIP,1111,FIRE                                    ," 60,000 "," 44,572 "," 140,605,138 ", 0.0317 
02,Allen,2,Township,0010,MARION TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 63,406 "," 46,822 "," 140,605,138 ", 0.0333 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0061,RAINY DAY," 11,021 ", -   ," 89,102,873 ", -   
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0101,GENERAL                                 ," 30,880 "," 24,771 "," 89,102,873 ", 0.0278 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 7,500 "," 1,515 "," 89,102,873 ", 0.0017 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,1111,FIRE                                    ," 174,250 "," 33,681 "," 89,102,873 ", 0.0378 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,1182,FIRE EQUIPMENT DEBT                     ," 47,571 "," 31,721 "," 89,102,873 ", 0.0356 
