County,County Name,Unit Type Code,Unit Type Code Name,Unit,Unit Name,Fund,Fund Name, 2013 Certified Budget , 2013 Certified Levy , 2013 Certified Net Assessed Value , 2013 Certified Gross Tax Rate 
01,Adams,2,Township,0004,JEFFERSON TOWNSHIP,1111,FIRE                                    ," 12,500 "," 9,786 "," 47,276,688 ", 0.0207 
01,Adams,2,Township,0005,KIRKLAND TOWNSHIP,0101,GENERAL                                 ," 25,929 "," 14,759 "," 55,906,876 ", 0.0264 
01,Adams,2,Township,0005,KIRKLAND TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 25,001 "," 1,565 "," 55,906,876 ", 0.0028 
01,Adams,2,Township,0005,KIRKLAND TOWNSHIP,1111,FIRE                                    ," 22,570 "," 15,374 "," 55,906,876 ", 0.0275 
01,Adams,2,Township,0005,KIRKLAND TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 10,000 "," 17,052 "," 55,906,876 ", 0.0305 
01,Adams,2,Township,0006,MONROE TOWNSHIP,0101,GENERAL                                 ," 13,000 "," 11,084 "," 184,735,946 ", 0.0060 
01,Adams,2,Township,0006,MONROE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 11,500 "," 4,249 "," 184,735,946 ", 0.0023 
01,Adams,2,Township,0006,MONROE TOWNSHIP,1111,FIRE                                    ," 19,100 "," 10,514 "," 107,281,216 ", 0.0098 
01,Adams,2,Township,0006,MONROE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 15,000 "," 35,725 "," 107,281,216 ", 0.0333 
01,Adams,2,Township,0007,PREBLE TOWNSHIP,0061,RAINY DAY," 7,000 ", -   ," 55,286,841 ", -   
01,Adams,2,Township,0007,PREBLE TOWNSHIP,0101,GENERAL                                 ," 43,115 "," 15,536 "," 55,286,841 ", 0.0281 
01,Adams,2,Township,0007,PREBLE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 12,980 ", -   ," 55,286,841 ", -   
01,Adams,2,Township,0007,PREBLE TOWNSHIP,1111,FIRE                                    ," 40,000 "," 27,256 "," 55,286,841 ", 0.0493 
01,Adams,2,Township,0008,ROOT TOWNSHIP,0061,RAINY DAY," 10,000 ", -   ," 252,861,439 ", -   
01,Adams,2,Township,0008,ROOT TOWNSHIP,0101,GENERAL                                 ," 49,978 "," 19,976 "," 252,861,439 ", 0.0079 
01,Adams,2,Township,0008,ROOT TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 66,154 "," 20,735 "," 252,861,439 ", 0.0082 
01,Adams,2,Township,0008,ROOT TOWNSHIP,1111,FIRE                                    ," 36,495 "," 16,006 "," 115,150,258 ", 0.0139 
01,Adams,2,Township,0008,ROOT TOWNSHIP,1312,RECREATION                              ," 15,000 "," 9,903 "," 115,150,258 ", 0.0086 
01,Adams,2,Township,0008,ROOT TOWNSHIP,2010,LIBRARY (NON-LIBRARY UNIT)              ," 16,000 "," 1,267 "," 115,150,258 ", 0.0011 
01,Adams,2,Township,0009,ST. MARYS TOWNSHIP,0101,GENERAL                                 ," 24,241 "," 18,713 "," 53,012,638 ", 0.0353 
01,Adams,2,Township,0009,ST. MARYS TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 11,090 ", -   ," 53,012,638 ", -   
01,Adams,2,Township,0009,ST. MARYS TOWNSHIP,1111,FIRE                                    ," 15,135 "," 12,617 "," 53,012,638 ", 0.0238 
01,Adams,2,Township,0009,ST. MARYS TOWNSHIP,1312,RECREATION                              ," 20,400 "," 5,089 "," 53,012,638 ", 0.0096 
01,Adams,2,Township,0010,UNION TOWNSHIP,0101,GENERAL                                 ," 20,959 "," 4,190 "," 49,297,417 ", 0.0085 
01,Adams,2,Township,0010,UNION TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 26,774 "," 2,070 "," 49,297,417 ", 0.0042 
01,Adams,2,Township,0010,UNION TOWNSHIP,1111,FIRE                                    ," 8,500 "," 6,261 "," 49,297,417 ", 0.0127 
01,Adams,2,Township,0010,UNION TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 9,000 "," 6,557 "," 49,297,417 ", 0.0133 
01,Adams,2,Township,0010,UNION TOWNSHIP,1312,RECREATION                              ," 29,500 "," 22,135 "," 49,297,417 ", 0.0449 
01,Adams,2,Township,0011,WABASH TOWNSHIP,0101,GENERAL                                 ," 33,820 "," 31,683 "," 171,258,046 ", 0.0185 
01,Adams,2,Township,0011,WABASH TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 32,410 "," 9,419 "," 171,258,046 ", 0.0055 
01,Adams,2,Township,0011,WABASH TOWNSHIP,1111,FIRE                                    ," 23,084 "," 11,692 "," 74,001,618 ", 0.0158 
01,Adams,2,Township,0011,WABASH TOWNSHIP,2010,LIBRARY (NON-LIBRARY UNIT)              ," 4,960 "," 3,848 "," 74,001,618 ", 0.0052 
01,Adams,2,Township,0012,WASHINGTON TOWNSHIP,0061,RAINY DAY, -   , -   ," 320,580,986 ", -   
01,Adams,2,Township,0012,WASHINGTON TOWNSHIP,0101,GENERAL                                 ," 110,168 "," 112,203 "," 320,580,986 ", 0.0350 
01,Adams,2,Township,0012,WASHINGTON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 140,395 "," 88,801 "," 320,580,986 ", 0.0277 
01,Adams,2,Township,0012,WASHINGTON TOWNSHIP,1111,FIRE                                    ," 20,966 "," 14,563 "," 84,666,037 ", 0.0172 
01,Adams,2,Township,0012,WASHINGTON TOWNSHIP,2010,LIBRARY (NON-LIBRARY UNIT)              ," 4,800 "," 2,455 "," 84,666,037 ", 0.0029 
01,Adams,2,Township,0012,WASHINGTON TOWNSHIP,2120,CEMETERY                                ," 2,000 ", 962 ," 320,580,986 ", 0.0003 
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,0061,RAINY DAY," 100,000 ", -   ," 365,144,527 ", -   
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,0101,GENERAL                                 ," 3,889,698 "," 2,185,390 "," 365,144,527 ", 0.5985 
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,0341,FIRE PENSION                            ," 254,152 ", -   ," 365,144,527 ", -   
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,0342,POLICE PENSION                          ," 500,982 ", -   ," 365,144,527 ", -   
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,0706,LOCAL ROAD & STREET                     ," 37,000 ", -   ," 365,144,527 ", -   
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,0708,MOTOR VEHICLE HIGHWAY                   ," 1,106,869 "," 707,285 "," 365,144,527 ", 0.1937 
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,1301,PARK & RECREATION                       ," 701,409 "," 517,410 "," 365,144,527 ", 0.1417 
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ," 82,000 ", -   ," 365,144,527 ", -   
01,Adams,3,City/Town,0407,DECATUR CIVIL CITY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 575,000 "," 158,108 "," 365,144,527 ", 0.0433 
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,0061,RAINY DAY, -   , -   ," 115,459,771 ", -   
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,0101,GENERAL                                 ," 1,704,120 "," 822,420 "," 115,459,771 ", 0.7123 
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,0342,POLICE PENSION                          ," 12,000 ", -   ," 115,459,771 ", -   
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,0706,LOCAL ROAD & STREET                     ," 40,000 ", -   ," 115,459,771 ", -   
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,0708,MOTOR VEHICLE HIGHWAY                   ," 456,600 "," 306,315 "," 115,459,771 ", 0.2653 
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ," 50,000 ", -   ," 115,459,771 ", -   
01,Adams,3,City/Town,0453,BERNE CIVIL CITY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 150,000 "," 52,534 "," 115,459,771 ", 0.0455 
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,0061,RAINY DAY," 16,000 ", -   ," 41,243,969 ", -   
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,0101,GENERAL                                 ," 392,764 "," 316,630 "," 41,243,969 ", 0.7677 
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,0706,LOCAL ROAD & STREET                     ," 15,000 ", -   ," 41,243,969 ", -   
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ," 161,024 "," 145,674 "," 41,243,969 ", 0.3532 
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,1191,CUMULATIVE FIRE SPECIAL                 ," 10,000 "," 7,341 "," 41,243,969 ", 0.0178 
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ," 4,949 ", -   ," 41,243,969 ", -   
01,Adams,3,City/Town,0520,GENEVA CIVIL TOWN,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 19,675 "," 19,508 "," 41,243,969 ", 0.0473 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0061,RAINY DAY, -   , -   ," 26,489,021 ", -   
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0101,GENERAL                                 ," 225,730 "," 116,525 "," 26,489,021 ", 0.4399 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0706,LOCAL ROAD & STREET                     ," 10,000 ", -   ," 26,489,021 ", -   
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ," 108,970 "," 47,521 "," 26,489,021 ", 0.1794 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,1191,CUMULATIVE FIRE SPECIAL                 , -   ," 5,642 "," 26,489,021 ", 0.0213 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,1301,PARK & RECREATION                       ," 7,200 "," 4,000 "," 26,489,021 ", 0.0151 
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ," 15,000 ", -   ," 26,489,021 ", -   
01,Adams,3,City/Town,0521,MONROE CIVIL TOWN,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 25,000 "," 8,476 "," 26,489,021 ", 0.0320 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,0061,RAINY DAY," 200,000 ", -   ," 367,659,097 ", -   
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,0101,GENERAL                                 ," 6,900,000 ", -   ," 367,659,097 ", -   
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,0180,DEBT SERVICE                            ," 1,065,089 "," 932,383 "," 367,659,097 ", 0.2536 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,1214,CAPITAL PROJECTS (School)                       ," 957,210 "," 968,414 "," 367,659,097 ", 0.2634 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,6301,TRANSPORTATION                          ," 728,516 "," 677,963 "," 367,659,097 ", 0.1844 
01,Adams,4,School,0015,ADAMS CENTRAL COMMUNITY SCHOOL CORP,6302,BUS REPLACEMENT," 176,600 "," 148,534 "," 367,659,097 ", 0.0404 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0061,RAINY DAY," 618,429 ", -   ," 609,413,770 ", -   
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0101,GENERAL                                 ," 11,870,588 ", -   ," 609,413,770 ", -   
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0180,DEBT SERVICE                            ," 3,097,479 "," 2,616,213 "," 609,413,770 ", 0.4293 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,0186,SCHOOL PENSION DEBT," 623,432 "," 539,331 "," 609,413,770 ", 0.0885 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,1214,CAPITAL PROJECTS (School)                       ," 2,759,976 "," 2,221,923 "," 609,413,770 ", 0.3646 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,6301,TRANSPORTATION                          ," 1,331,046 "," 987,860 "," 609,413,770 ", 0.1621 
01,Adams,4,School,0025,NORTH ADAMS COMMUNITY SCHOOL CORP,6302,BUS REPLACEMENT," 85,368 "," 234,015 "," 609,413,770 ", 0.0384 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0061,RAINY DAY," 300,000 ", -   ," 371,986,945 ", -   
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0101,GENERAL                                 ," 10,145,241 ", -   ," 371,986,945 ", -   
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,0180,DEBT SERVICE                            ," 1,820,500 "," 1,698,120 "," 371,986,945 ", 0.4565 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ," 1,886,181 "," 1,222,349 "," 371,986,945 ", 0.3286 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,2083,2013 STATE GENERAL FUND LOAN REPAYMENT," 24,842 "," 23,807 "," 371,986,945 ", 0.0064 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,6301,TRANSPORTATION                          ," 1,384,900 "," 898,348 "," 371,986,945 ", 0.2415 
01,Adams,4,School,0035,SOUTH ADAMS SCHOOL CORPORATION,6302,BUS REPLACEMENT," 107,000 "," 177,066 "," 371,986,945 ", 0.0476 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0061,RAINY DAY," 37,680 ", -   ," 115,459,771 ", -   
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0101,GENERAL                                 ," 357,365 "," 248,816 "," 115,459,771 ", 0.2155 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,0180,DEBT SERVICE                            ," 120,000 "," 64,773 "," 115,459,771 ", 0.0561 
01,Adams,5,Library,0001,BERNE PUBLIC LIBRARY,2011,LIBRARY IMPROVEMENT RESERVE             ," 25,000 ", -   ," 115,459,771 ", -   
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,0061,RAINY DAY," 15,000 ", -   ," 406,388,496 ", -   
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,0101,GENERAL                                 ," 802,843 "," 568,538 "," 406,388,496 ", 0.1399 
01,Adams,5,Library,0304,ADAMS PUBLIC LIBRARY SYSTEM,2011,LIBRARY IMPROVEMENT RESERVE             ," 100,000 ", -   ," 406,388,496 ", -   
01,Adams,6,Special,1011,ADAMS COUNTY SOLID WASTE MANAGEMENT,8210,SPECIAL SOLID WASTE MANAGEMENT          ," 1,439,004 "," 612,473 "," 1,349,059,812 ", 0.0454 
02,Allen,1,County,0000,ALLEN COUNTY,0061,RAINY DAY, -   , -   ," 12,780,412,897 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0101,GENERAL                                 ," 73,447,348 "," 57,550,199 "," 12,780,412,897 ", 0.4503 
02,Allen,1,County,0000,ALLEN COUNTY,0123,2006 REASSESSMENT, -   , -   ," 12,780,412,897 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0124,2015 REASSESSMENT," 591,766 "," 511,217 "," 12,780,412,897 ", 0.0040 
02,Allen,1,County,0000,ALLEN COUNTY,0182,BOND #2                                 ," 4,377,025 "," 4,396,462 "," 12,780,412,897 ", 0.0344 
02,Allen,1,County,0000,ALLEN COUNTY,0702,HIGHWAY                                 ," 8,568,091 ", -   ," 12,780,412,897 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0706,LOCAL ROAD & STREET                     ," 1,576,726 ", -   ," 12,780,412,897 ", -   
02,Allen,1,County,0000,ALLEN COUNTY,0792,COUNTY MAJOR BRIDGE                     ," 1,617,768 "," 1,648,673 "," 12,780,412,897 ", 0.0129 
02,Allen,1,County,0000,ALLEN COUNTY,0801,HEALTH                                  ," 4,238,523 "," 2,313,255 "," 12,780,412,897 ", 0.0181 
02,Allen,1,County,0000,ALLEN COUNTY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ," 3,049,717 "," 2,645,545 "," 12,780,412,897 ", 0.0207 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,0101,GENERAL                                 ," 141,135 "," 99,502 "," 2,117,068,758 ", 0.0047 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 170,000 "," 137,609 "," 2,117,068,758 ", 0.0065 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 169,800 "," 9,381 "," 852,777,658 ", 0.0011 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1111,FIRE                                    ," 183,750 "," 185,053 "," 852,777,658 ", 0.0217 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 614,912 "," 113,419 "," 852,777,658 ", 0.0133 
02,Allen,2,Township,0001,ABOITE TOWNSHIP,1312,RECREATION                              ," 118,000 "," 50,810 "," 2,117,068,758 ", 0.0024 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,0101,GENERAL                                 ," 163,955 "," 83,057 "," 776,237,558 ", 0.0107 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 373,700 "," 259,263 "," 776,237,558 ", 0.0334 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1092,CUMULATIVE BUILDING                     ," 143,000 ", -   ," 776,237,558 ", -   
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 48,000 "," 28,342 "," 77,226,431 ", 0.0367 
02,Allen,2,Township,0002,ADAMS TOWNSHIP,1111,FIRE                                    ," 221,000 "," 174,223 "," 77,226,431 ", 0.2256 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0061,RAINY DAY," 3,493 ", -   ," 509,319,484 ", -   
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0101,GENERAL                                 ," 48,700 "," 29,541 "," 509,319,484 ", 0.0058 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 24,200 "," 2,547 "," 509,319,484 ", 0.0005 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,1111,FIRE                                    ," 110,000 "," 114,011 "," 360,794,043 ", 0.0316 
02,Allen,2,Township,0003,CEDAR CREEK TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 40,000 "," 45,460 "," 360,794,043 ", 0.0126 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,0101,GENERAL                                 ," 10,250 "," 8,266 "," 153,077,971 ", 0.0054 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 7,450 "," 5,511 "," 153,077,971 ", 0.0036 
02,Allen,2,Township,0004,EEL RIVER TOWNSHIP,1312,RECREATION                              , 200 , 306 ," 153,077,971 ", 0.0002 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0061,RAINY DAY," 1,503 ", -   ," 49,732,910 ", -   
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0101,GENERAL                                 ," 7,666 "," 5,321 "," 49,732,910 ", 0.0107 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 3,100 ", -   ," 49,732,910 ", -   
02,Allen,2,Township,0005,JACKSON TOWNSHIP,1111,FIRE                                    ," 9,520 "," 8,455 "," 49,732,910 ", 0.0170 
02,Allen,2,Township,0005,JACKSON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 7,500 "," 4,973 "," 49,732,910 ", 0.0100 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,0101,GENERAL                                 ," 21,739 "," 17,735 "," 150,300,558 ", 0.0118 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 10,000 "," 6,613 "," 150,300,558 ", 0.0044 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1101,EMERG AMBUL/MED SERVICES  - FIRE," 26,300 "," 24,900 "," 105,957,141 ", 0.0235 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1111,FIRE                                    ," 50,000 "," 46,409 "," 105,957,141 ", 0.0438 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 29,000 "," 20,026 "," 105,957,141 ", 0.0189 
02,Allen,2,Township,0006,JEFFERSON TOWNSHIP,1312,RECREATION                              ," 21,800 "," 5,261 "," 150,300,558 ", 0.0035 
02,Allen,2,Township,0007,LAFAYETTE TOWNSHIP,0101,GENERAL                                 ," 32,455 "," 42,286 "," 317,937,291 ", 0.0133 
02,Allen,2,Township,0007,LAFAYETTE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 10,000 ", -   ," 317,937,291 ", -   
02,Allen,2,Township,0008,LAKE TOWNSHIP,0061,RAINY DAY, 888 , -   ," 107,952,203 ", -   
02,Allen,2,Township,0008,LAKE TOWNSHIP,0101,GENERAL                                 ," 40,000 "," 25,261 "," 107,952,203 ", 0.0234 
02,Allen,2,Township,0008,LAKE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 20,000 "," 19,000 "," 107,952,203 ", 0.0176 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1111,FIRE                                    ," 26,000 "," 25,153 "," 107,952,203 ", 0.0233 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 35,000 "," 13,818 "," 107,952,203 ", 0.0128 
02,Allen,2,Township,0008,LAKE TOWNSHIP,1312,RECREATION                              ," 8,000 "," 3,994 "," 107,952,203 ", 0.0037 
02,Allen,2,Township,0009,MADISON TOWNSHIP,0101,GENERAL                                 ," 16,175 "," 7,079 "," 84,276,286 ", 0.0084 
02,Allen,2,Township,0009,MADISON TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 5,000 ", 843 ," 84,276,286 ", 0.0010 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1111,FIRE                                    ," 91,600 "," 41,295 "," 84,276,286 ", 0.0490 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1182,FIRE EQUIPMENT DEBT                     ," 44,302 "," 40,705 "," 84,276,286 ", 0.0483 
02,Allen,2,Township,0009,MADISON TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 17,500 "," 11,209 "," 84,276,286 ", 0.0133 
02,Allen,2,Township,0010,MARION TOWNSHIP,0101,GENERAL                                 ," 24,399 "," 5,880 "," 139,998,104 ", 0.0042 
02,Allen,2,Township,0010,MARION TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 17,000 "," 5,180 "," 139,998,104 ", 0.0037 
02,Allen,2,Township,0010,MARION TOWNSHIP,1111,FIRE                                    ," 54,000 "," 43,399 "," 139,998,104 ", 0.0310 
02,Allen,2,Township,0010,MARION TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ," 70,000 "," 46,619 "," 139,998,104 ", 0.0333 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0061,RAINY DAY," 18,000 ", -   ," 85,886,501 ", -   
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0101,GENERAL                                 ," 30,880 "," 19,324 "," 85,886,501 ", 0.0225 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,0840,TOWNSHIP ASSISTANCE," 7,500 "," 1,546 "," 85,886,501 ", 0.0018 
02,Allen,2,Township,0011,MAUMEE TOWNSHIP,1111,FIRE                                    ," 170,000 "," 32,809 "," 85,886,501 ", 0.0382 
